paper_id,query
id_2006.06883,find papers about < next generation spintronic devices and dirac type sgss exhibit fully spin polarized dirac cones and spin gapless semiconductors >
id_2104.06611,find papers about < total produced work and quantum heat engine and otto quantum heat engine depends and moving heat bath >
id_2103.02943,find papers about < video game industry and dota 2 and connect external ai controllers and actual dota 2 game matches using >
id_2211.04446,find papers about < work provides and simple yet effective method and differentially private data generation techniques >
id_1807.02464,find papers about < optimal sustainable harvesting and optimal threshold and unique optimal harvesting strategy characterized and optimal boundaries >
id_1808.08347,find papers about < realistic conditions and key variables systematically and web interface design >
id_1912.11364,find papers about < rational threefold and mori fibrations and maximal connected algebraic subgroups and connected algebraic groups acting >
id_2212.12176,find papers about < kind solar data repository and disk solar data and obtained different filament parameters >
id_1902.03806,find papers about < proposed algorithm using and practical applications and maximum value >
id_1711.11203,find papers about < ferromagnetic topological semimetals and triple nodal point splits and ferromagnetic topological semimetals due >
id_1810.03608,find papers about < restricted strong convexity and linearized bregman iterations >
id_2304.14749,find papers about < supply chain comprising multiple actors tied together and understand algorithmic systems and algorithmic accountability often seek >
id_2109.0712,find papers about < synthetic movements and robot dynamics >
id_2111.05693,find papers about < quaternions >
id_2208.0721,find papers about < 3 orbit and precise point positioning and clock analysis reveals sytematic effects related and precise point positioning solutions and five analysis centers >
id_2107.01853,find papers about < zirconium oxide based ftj devices and considered and edge computing applications >
id_2204.11257,find papers about < even outperforms traditional da methods and domain adaptation aims and tackle domain adaptation problem without using source data >
id_2310.20453,find papers about < noising target items explores and historical interaction sequence and add negative items and sequential recommendation aims >
id_1904.00966,find papers about < galois extension and degree n and k and finite field >
id_1806.01815,find papers about < tunneling regime >
id_2009.01469,find papers about < expensive online search and randomly generated initial box configurations >
id_2107.12533,find papers about < creative procedural content generation via machine learning and creative knowledge and different game and pcgml agent >
id_1811.05683,find papers about < model generates and discourse coherent text and individual sentence and 2 bleu improvements and discourse coherence plays >
id_1807.08508,find papers about < cumulant expansion method and quantum emergent behavior and energy scales spanning several orders >
id_2105.10465,find papers about < achieved great success and novel encoder and inexplicitly apply graph laplacian regularization and fitting graph structures effectively >
id_1911.05351,find papers about < extremely realistic fake facial content and novel public database and particular generative adversarial networks >
id_2008.02897,find papers about < certain compression level and increasing demand and based low rank factorization >
id_2108.05058,find papers about < simple weighted average scheme and proposed jnd model and maximum pixel intensity change magnitude and typical human visual system and jnd model also >
id_1812.09214,find papers about < solar atmosphere seen and similar structure lower and limited effective exposure time and nuclear spectroscopic telescope array and transition region emission >
id_2206.08583,find papers about < aforementioned two limitations and expensive computation cost and smoothed features extracted via different smoothing strategies and feature ensemble outperforms >
id_1704.08585,find papers about < two eeg signals and information theory and short time series and usually done >
id_2201.02996,find papers about < wave interactions and dynamical evolution >
id_2305.18263,find papers about < approach ignores much >
id_1807.09685,find papers about < existing visual explanation generating agents learn and may mention visual attributes and providing counter arguments >
id_1909.12892,find papers about < otherwise unlearnable goals and substantial step towards applying automatic task curricula and make learning feasible >
id_1902.00791,find papers about < provide new theoretical properties including exact tail dependence expressions >
id_1412.5839,find papers about < theoretical models based and nuclear modification factor and coherent energy loss >
id_2109.10865,find papers about < raised significant concerns and convolutional neural network yielding phase >
id_2006.14136,find papers about < quantum effects and introducing new quantum evolution operators and master equation >
id_1910.1326,find papers about < linear equality constrained problems >
id_2304.09992,find papers about < access edge computing and fifth generation and mec system and single redundancy >
id_2105.09589,find papers about < ti atoms almost fully occupy and chiral cdw phase and doping induced phase evolution seems regular >
id_2003.04676,find papers about < detecting meaningful line structures and extract contextual line features eg features along lines close and accurate line detection and lines enjoy much simpler geometric property and translate deep representations >
id_2305.00869,find papers about < class logistic regression allows >
id_2104.06517,find papers about < mer task without expert human engineering >
id_2012.01643,find papers about < several forecasting competitions and historical data >
id_2112.14156,find papers about < photonic corner states carry chiral orbital angular momenta locked and dimensional corners emerge simultaneously and triangular photonic lattice >
id_1807.03493,find papers about < system retrieves and web site and recommendation system and fatal errors >
id_1808.05592,find papers about < wide range and much stronger and umklapp processes cause giant excess resistivity >
id_2006.14117,find papers about < one hidden layer >
id_1912.11182,find papers about < orthogonal convolution kernels and step backward differentiation formula and order temporal convergence and unconditionally stable >
id_2202.01447,find papers about < unconventional interlayer exchange interaction and direct experimental evidence >
id_1809.10438,find papers about < different neuromorphic architectures and volatile memristive devices and power consumption and architectures ensures low power consumption >
id_1809.06708,find papers about < desired range domain and stationary point concentration technique >
id_2306.10708,find papers about < mode rr lyr stars and obtain distances using double >
id_2009.02637,find papers about < enhance recommendation performance and community recurrent unit and graph community detection and learn user pairwise community closeness instead and uncover user information needs >
id_2103.17235,find papers about < feedback attention and deep learning approaches and especially attracted attention and although deep learning models >
id_1204.1525,find papers about < common quantum field initially and still strongly entangled around and entangled detector pair >
id_2209.0767,find papers about < best available baseline and gaining sample efficiency and difference reinforcement learning algorithms >
id_2211.03895,find papers about < automatic tic detection system and develop tic inhibition strategies and deep features extracted and helps patients raise awareness and art systems working >
id_1406.3206,find papers about < alice detector and inelastic collisions and inspired models and transverse momentum spectra >
id_2303.04793,find papers about < joint analysis clearly favours and analyse two different scenarios and use cosmic microwave background and cosmological standard model and homogeneous vacuum >
id_1212.1751,find papers about < keep electricity production >
id_2107.07188,find papers about < also called separable potentials and center phenomenon emerging >
id_2202.0593,find papers about < detect ooc objects and adding ooc object instances >
id_1706.085,find papers about < training gans >
id_2007.02445,find papers about < proposed overlapping space consistently achieves nearly optimal results without >
id_1905.01109,find papers about < mixed nonionic micelles and explicit analytical expressions >
id_2304.06728,find papers about < innovative hdc learning framework >
id_1904.04479,find papers about < wer and word error rates and based lms and good speech recognition performance downstream and words >
id_1910.026,find papers about < placing evidential priors and original gaussian likelihood function and deterministic neural networks >
id_2209.03777,find papers about < traditional ris and assisted unmanned aerial vehicle and transmission highly depends >
id_2103.11083,find papers about < dnns inevitably bring high computational cost >
id_2111.02079,find papers about < image data using deep convolutional neural networks and deep learning techniques and image pre >
id_2103.07744,find papers about < helicity eigenstates >
id_2103.05673,find papers about < collaborative filtering algorithms try and rs involves several challenges and achieved marginal gains >
id_2012.09905,find papers about < highest order possible interpolation and bvd reconstruction chooses >
id_2209.13242,find papers about < first characterization results and cmos 28 nm technology and pixel matrix >
id_2009.09781,find papers about < really making progress developing dialogue agents and dialogue agent performance and domain knowledge required >
id_2005.137,find papers about < produce synthetic images and simulations allow us and smallest dust size must and 3d dust dynamics code including gas drag >
id_1806.01115,find papers about < double dimensional reduction and cyclification adjunction applied and brane charges and gauge enhancement >
id_1910.10144,find papers about < duality rules among and type ii supergravities and gauge potentials and field strengths >
id_hep-th/9912211,find papers about < two parallel domain walls moving towards and observed reflection and sequence >
id_1910.06244,find papers about < latent representation probability information and art compression efficiency reported and image compression methods and latent features using joint 3d convolutional neural network and implicitly adapt bit allocation >
id_2104.08308,find papers about < called transfer learning and known confirmed vulnerabilities consist >
id_1812.08115,find papers about < proposed algorithm and signal subspace thus exploiting and space cnn exploits and multichannel filter bank projects and multichannel filter bank >
id_2006.08024,find papers about < tag transmits one bit per and existing ambc methods and numerical evaluations show >
id_2107.05998,find papers about < manually planned sweep trajectory >
id_2111.05326,find papers about < build smart analytics and discuss fl data >
id_2106.01901,find papers about < deep rl and empirical game and single policy mitigates variance >
id_1912.00816,find papers about < often dominate and communication cost and brief overview >
id_2012.06731,find papers about < ranking metrics typically involve and simple smoothed versions thereof and pirank significantly improves >
id_2101.01331,find papers about < produce massive gas giant planets and mass giant planets >
id_2111.0216,find papers about < radio galaxy and galaxy cluster abell 795 and also found around extended sources >
id_2001.10779,find papers about < null space and manipulation task arises and telemanipulation tasks require visual feedback >
id_1810.06983,find papers about < disease progression modelling >
id_2204.03594,find papers about < alleviate emerging problems and challenging separation conditions and new harder source separation discriminative concepts and source separation training >
id_2108.09862,find papers about < examine fire performance and practical scenarios present >
id_2010.13691,find papers about < partisan echo chambers and train accounts and follow trains profit >
id_2012.15557,find papers about < three critical lines meet and multicritical points >
id_2206.09173,find papers about < phase response curve and though much less studied characteristic >
id_2102.06695,find papers about < minimal additional computation and unbiased learning procedure meaningfully outperforms >
id_1910.05744,find papers about < proposed model and generative model and neural network based generative models >
id_2210.11653,find papers about < compositional approach >
id_cond-mat/0409115,find papers about < field critical behavior >
id_1908.09345,find papers about < inner loop length adjusted >
id_2101.04792,find papers about < triplet loss and novel phonetic similarity based triplet mining approach >
id_2110.04894,find papers about < wheeler variable and wave equation using and timelike vector field and like black hole >
id_1802.07683,find papers about < main problems and recent huge increase and found widespread use >
id_1907.12193,find papers about < recognition rate and video division points based >
id_2203.01169,find papers about < custom application and double purpose >
id_2110.08552,find papers about < large training batch size >
id_2207.00594,find papers about < scale dynamic graphs and temporal edge sequences associated and existing works merely view and innovatively formulate dynamic graphs and graph mining tasks >
id_cs/0204028,find papers about < prefixed precision and supervised systems based >
id_1801.08188,find papers about < magnetic van der waals semiconductors and whose possible microscopic nature >
id_cmp-lg/9805012,find papers about < rules causes significant performance problems >
id_2307.03407,find papers about < proposed method takes token representations and practical setup and 20i demonstrate significant performance gains and effectively learn >
id_2203.06575,find papers about < early universe directly form and second proton may lead and ionized hydrogen molecule and primary cause >
id_1811.11318,find papers about < accurate generic object detection and deep regionlet learning module and object proposal typically contains 3 and end trainable deep learning framework and local feature selection >
id_2112.01349,find papers about < automatically partitioning large ba problems and megba exposes easy and parallel solvers adopt distributed precondition conjugate gradient and accelerate ba computation >
id_1708.01237,find papers about < momentum space and discrete momentum states mimic transport and distinguishable momentum states leads >
id_1711.10398,find papers about < common object categories and contains objects exhibiting >
id_1912.05781,find papers about < boltzmann output fluctuation distribution around and enzymic proto and hydrogen peroxide acts >
id_1612.043,find papers about < orthogonal hypergeometric groups and quadratic forms associated >
id_2108.01646,find papers about < tolerant error correction and tolerant quantum error correction and tolerant encoding schemes >
id_1906.0498,find papers about < synthesize extractive qa training data automatically and including training and obtaining training data >
id_2206.03419,find papers about < efficiently detecting malicious attacks and ensuring transparent communication among various entities and collected data and proposed solution increases iiot network security >
id_2105.04127,find papers about < studying unconventional physics enabled >
id_2303.17096,find papers about < current deep learning models and image classifier robustness >
id_2003.04917,find papers about < two fractional operators >
id_1812.10809,find papers about < unbalanced der proliferation >
id_1605.05882,find papers about < possible massive deformations using >
id_1603.0183,find papers about < quasi and classical situation and momentum uncertainty relation >
id_2211.00575,find papers about < translate clip textual embeddings back and additional text data >
id_2104.08148,find papers about < significantly enhance existing classical machine learning methods and several quantum algorithms >
id_2207.10774,find papers about < medical detection transformers and also exhibits exceptional and based counterparts operating >
id_1808.05994,find papers about < lambda model monodromy matrix poisson algebra prior >
id_1911.07951,find papers about < audio source separation and recently achieved impressive performance and sound classifier networks trained and clean sources provide nearly one db >
id_2111.02587,find papers about < instrumenting next generation rare and mediated particle detectors employing kinetic inductance detectors and pulsing neighboring kids and however current energy resolution measurements show >
id_2104.02664,find papers about < fully understood yet and simulations first grow via pebble accretion >
id_1912.10819,find papers about < overall test accuracy and echr judgment documents using n and binary classification task >
id_2110.13125,find papers about < impact sounding signal and structural integrity flaws >
id_2010.11702,find papers about < lidar 3d object detector called mlod >
id_1901.00024,find papers about < numerics show clear diffusive spin >
id_2110.00413,find papers about < evaluation results using ten unimodal and abuse various social entities and multimodal models highlight and propose two novel problem formulations >
id_2207.12659,find papers about < detect 3d objects and exploiting temporal information and point cloud videos and offline video object detection and attentive spatiotemporal transformer gru >
id_1807.09613,find papers about < large class and given low maximal local probability and point detection procedures >
id_2001.11931,find papers about < simple geometrical origin >
id_2308.01097,find papers about < spatial features and separately extracting temporal >
id_1912.10197,find papers about < efficiently solved without resorting and unconditionally energy dissipative >
id_1210.4993,find papers about < small graphene nanopore >
id_2112.03519,find papers about < huge finite nucleus containing protons and neutron star surface properties within and computed surface quantities increases >
id_2005.12548,find papers about < image reassembly problem and cultural heritage and solve complex images reassemblies and step method >
id_2012.03716,find papers about < contribution accepted and performed 44k pull requests and studied whether and low human development indexes and 14k contributors >
id_2103.12168,find papers about < investigating various aspects and grasp whether and hackathon project aims >
id_2109.14705,find papers about < grid search and requires much fewer computations >
id_2004.04767,find papers about < branching processes via mehler >
id_2006.15368,find papers about < fact generalize quite well and large neural networks >
id_2002.01898,find papers about < unusual behavior arises and given pore persists and unstable flow depend and pore space geometry >
id_2211.01426,find papers about < 3 billion bitmoji stickers shared among 300 million snapchat users and using and work towards >
id_2106.10316,find papers about < special instantiation >
id_2009.07324,find papers about < obtain explicit expressions and implicit donnan potential across and findings strongly suggest and non zero net charge and local charge neutrality >
id_1202.424,find papers about < digamma function and gamma function >
id_2201.05177,find papers about < dependent generative models >
id_2103.02845,find papers about < relative mesh recovery and explicitly makes use and known semantic relations among joints >
id_2002.12584,find papers about < agent communication delays and general convex objective functions and dual gradient dynamics preserves passivity and general convexity >
id_astro-ph/0602257,find papers about < main driver and supernova explosions and hierarchical baryon collapse scenario >
id_1911.04018,find papers about < powerful neural vocoder and online compression and quality speech waveforms >
id_2204.13029,find papers about < channel sounding process and also circumvents complex optimization problems and extensive computer simulation results verify >
id_2109.13087,find papers about < proposed methods achieve and grained response selection and reddit comments dump and proposed model >
id_1607.00713,find papers about < lie conformal algebras and cohomology >
id_1910.04386,find papers about < alongside fostering creativity and machine interaction and new form and repetitively paint one >
id_cond-mat/0410741,find papers about < point correlation functions and different jamming materials and spatially correlated dynamics and slowly compacting dense granular media >
id_1207.2609,find papers about < selected hierarchal routing protocols and issues faced and paper also highlights and present energy efficient hierarchical routing protocols >
id_2002.01618,find papers about < mobile teachable testbed >
id_1809.08151,find papers about < still achievable and several players pull arms simultaneously and appropriate dynamic setting without sensing >
id_1807.00939,find papers about < unstructured data >
id_2012.05684,find papers about < natural language processing and generate instantaneous language models and review content >
id_1712.04012,find papers about < analysis heavily relies and uniform magnetic field and perturbative magnetic flux expansions near two distinct band edges and honeycomb structure >
id_1804.01773,find papers about < sources via unsaturated communication links towards and discrete random variable and sensor cluster and polynomial time >
id_1304.1222,find papers about < fully supported >
id_1709.03979,find papers about < hard problem >
id_2110.00172,find papers about < stabilizing control synthesis and robust stabilizing controller proposed and robust stabilizing quantum feedback control >
id_1812.07341,find papers about < use >
id_1104.1279,find papers about < sink manager agent and context interpretation based >
id_1805.07645,find papers about < several regularized loss minimization problems >
id_2304.10087,find papers about < arbitrary optical information around opaque occlusions and diffractive optical network decoder >
id_1808.07843,find papers about < state vector prognosis and difference among synthetic experiments and ensemble kalman filter and popular estimation technique >
id_2204.05004,find papers about < constructing dual weak braces and provide methods >
id_1906.06,find papers about < financial market and artificial market model and maintain advanced economies >
id_2205.13282,find papers about < global covariance pooling and attain smoother gradient and truncating small eigenvalues and seemingly unimportant small eigenvalues >
id_1910.10754,find papers about < existing information acquisition method and active information acquisition problem and planning algorithm and novel algorithm >
id_2210.11681,find papers about < simulations contain artifacts and strong gravitational lenses allow us and form positive samples >
id_1809.03632,find papers about < recent tweets and emotion may evolve and convolutional neural network >
id_cond-mat/0010103,find papers about < contact remains approximately constant and coulomb correlation effects and total conductance >
id_1907.1011,find papers about < falcon reduces errors >
id_2112.12747,find papers about < robinson bound tells us >
id_2006.07697,find papers about < transmission line reactances via distributed flexible ac transmission system >
id_2307.1081,find papers about < key approaches and optimal transport methods and measure meaningful distances and several experts >
id_1202.2606,find papers about < paper and author presents limit formulas >
id_1904.06807,find papers about < generate significantly better results and novel approach named multi and channel attention selection mechanism and ego2top datasets show >
id_2005.08664,find papers about < method serves objectives >
id_1808.073,find papers about < supersymmetric continuum limit and properly normalized supercurrent >
id_2004.00452,find papers about < take low resolution images >
id_2007.10693,find papers about < abelian tensor square and also establish bounds >
id_2211.12972,find papers about < avoid controller switching >
id_1904.06748,find papers about < generated electromagnetic field and construct time global >
id_2010.05967,find papers about < zero resource speech challenge 2020 >
id_2007.04736,find papers about < decreasing temperature around 100 k and anomalous hall coefficient and metallic ferromagnets show 100 >
id_2212.09564,find papers about < cropped background image and continuous gtv within >
id_1607.05014,find papers about < semantic language classification >
id_1404.7719,find papers about < stable extensions and semantic web and minimal interpretations >
id_2209.15596,find papers about < based fully adaptive composition results and individual privacy accounting enables bounding differential privacy and called optimal privacy accountants >
id_2001.1095,find papers about < new iterative reconstruction scheme based and several aspects and known finite and local lipschitz stability estimate >
id_1204.5839,find papers about < multi channel system and high data rate >
id_2006.14798,find papers about < globally optimized via and convolutional neural networks and single relu layer and implicit architectural bias >
id_1807.05869,find papers about < non parabolic reflection subgroup and general linear group gl and open questions concerning lefschetz properties >
id_2106.01621,find papers about < ravdess datasets and previous best system and new convolutional neural network and several fields related >
id_2010.1267,find papers about < fidelity digital 3d human representations and 3d scanning systems and body parts >
id_1811.09729,find papers about < strong experimental results validate and creates true positives using currently available datasets >
id_2204.00967,find papers about < ground truth dialect density measures and dialect density >
id_2207.05302,find papers about < strongly pareto dominated decision policies and results highlight formal limitations and designing equitable decision and policies constrained and satisfy causal fairness definitions would >
id_1912.12777,find papers about < conventional machine learning models and random feature model >
id_2112.09822,find papers about < via underdamped langevin mcmc >
id_1905.09932,find papers about < based radars via optical flow techniques and truly global nowcasting service and regions around and precipitation nowcasting based >
id_2002.12646,find papers about < existing wireless iot connectivity technologies and existing wireless iot connectivity technologies based and orthogonal multiple access >
id_2112.02013,find papers about < pi ^-\ pi ^- >
id_2006.1151,find papers about < preserving fuzzy c and leibler divergence term >
id_1906.0608,find papers about < existing interpretable modelling methods take and specific patterns fitting individual circumstances and personalised decision making and real world data sets >
id_2207.07176,find papers about < spontaneous curvature and chemical potential and curvature energy term usually helps >
id_1706.05501,find papers about < double divergence type and consider nonlinear fourth order elliptic equations and certain class >
id_2112.12231,find papers about < future large scale detectors and remove krypton prior and operating dark matter detector and regular calibration source possible and xenon concentration >
id_2202.12646,find papers about < average prediction error and space equations without inverting >
id_1805.08524,find papers about < framework directly optimizes >
id_1906.03807,find papers about < proposal handles and associated clustering procedure achieves partition consistency and tensor block model and multiway clustering >
id_1909.00221,find papers about < making strong assumptions and forecasters typically select and based methods focus and identifying similar patterns within and appropriate statistical model >
id_nlin/0502031,find papers about < equations and two integrals and considered and nonliniear poisson structure >
id_2103.04736,find papers about < approach improves upon previous work and large benchmark dataset and emerging problem >
id_2004.01022,find papers about < exact structure and parametric utility functions and provide provable theoretical guarantees and method also recovers and dual witness framework >
id_2003.09827,find papers about < comprehensive field evaluation campaign and driven traffic flow optimization and future smart cities and binary classification success ratio >
id_2203.02836,find papers about < unifies several existing methods >
id_2010.00829,find papers about < industrial tasks bring multiple challenges and range partial views and based pose estimation methods and save valuable cycle time and 3d pose estimation method based >
id_2110.05887,find papers about < data analysis and including image synthesis and fetal ecg extraction >
id_1904.0202,find papers about < human evaluations demonstrate and newsroom datasets and extractive summarization >
id_1202.0851,find papers about < gravity description >
id_2112.09197,find papers about < exist precise approaches and dependency information gets lost and chain approaches based >
id_1808.08511,find papers about < ethereum blockchain system without suffering and universal formal intermediate programming language and build abstract models and smart contracts developed >
id_2111.14113,find papers about < coherent density fluctuation model parametrization procedure and widely used nl3 parameter sets and relativistic energy density functional and recently developed g3 >
id_1807.10018,find papers about < entire video and generate paragraph descriptions and recurrent network and descriptive paragraph >
id_2007.13506,find papers about < complete modified logarithmic sobolev inequality and normal faithful tracial state and symmetric quantum markov semigroups >
id_2002.04083,find papers about < crn uses domain adversarial training and increasingly available patient observational data >
id_1809.10417,find papers about < variations captured >
id_2010.05197,find papers about < weight accelerator and training data iteratively and training ability and since environmental conditions change continuously and simple computational elements >
id_2107.08969,find papers about < mixed states also saturates and thermal density matrices arise >
id_2307.11408,find papers about < reasonable amount >
id_2104.10511,find papers about < proposed technique outperforms and mean percentage error drops and intercontrast iterative thresholding algorithm >
id_2206.14687,find papers about < pde solutions compared and scale modeling tools >
